Food Code,Food Name,Group,Type,Air (Water) (g),Energi (Energy) (Kal),Protein (Protein) (g),Lemak (Fat) (g),Karbohidrat (CHO) (g),Serat (Fibre) (g),Abu (ASH) (g),Kalsium (Ca) (mg),Fosfor (P) (mg),Besi (Fe) (mg),Natrium (Na) (mg),Kalium (K) (mg),Tembaga (Cu) (mg),Seng (Zn) (mg),Retinol (Vit. A) (mcg),Beta-Karoten (Carotenes) (mcg),Thiamin (Vit. B1) (mg),Riboflavin (Vit. B2) (mg),Niasin (Niacin) (mg),Karoten Total (Re) (mcg),Vitamin C (Vit. C) (mg)
FP059,"Paniki cooked with coconut milk, dish",Meat and Poultry,Processed/Products,25.4,460.0,28.5,35.2,7.2,,3.7,188.0,357.0,5.5,2002.0,532.0,0.4,2.5,954.0,,0.27,0.19,,,
DP048,Papaya flower soup,Vegetables,Processed/Products,83.4,49.0,1.7,0.3,9.8,2.7,2.1,220.0,220.0,1.3,90.0,350.0,0.1,0.1,,372.0,,0.1,0.0,,0.0
DR014,"Papaya flower, fresh",Vegetables,Raw,87.3,45.0,2.6,0.3,8.1,1.6,1.7,290.0,113.0,4.2,2.0,478.3,0.08,0.8,,2792.0,0.01,0.28,1.0,5.0,23.0
DR065,"Papaya leaves, fresh",Vegetables,Raw,75.4,87.0,8.0,2.0,11.9,1.5,2.7,353.0,63.0,0.8,4.0,926.6,0.2,1.5,,5409.0,0.15,0.5,1.9,18250.0,140.0
ER020,"Papaya, fresh",Fruits,Raw,93.4,24.0,1.9,0.2,3.7,1.0,0.9,51.0,33.0,1.8,,,,,0.0,0.0,0.32,0.07,0.0,1000.0,85.0
ER073,"Papaya, fresh",Fruits,Raw,86.7,46.0,0.5,0.1,12.2,1.6,0.6,23.0,12.0,1.7,4.0,221.0,0.02,0.3,,1038.0,0.04,0.06,0.4,365.0,78.0
DR133,"Papaya, unripe, fresh",Vegetables,Raw,92.3,29.0,2.1,0.1,4.9,2.1,0.6,50.0,16.0,0.4,22.0,211.2,0.01,0.0,,0.0,0.02,0.03,0.3,50.0,19.0
BP054,Papeda,Starchy Roots & Tubers,Processed/Products,84.8,61.0,0.2,0.1,14.9,0.5,0.1,3.0,1.0,0.2,4.0,20.0,0.1,0.1,0.0,0.0,0.06,0.0,0.0,0.0,0.0
GP076,"Parede baleh, dish",Fish and Other Seafood,Processed/Products,80.0,87.0,10.5,2.5,5.5,,1.5,35.0,215.0,0.9,416.0,59.0,0.1,0.2,,,0.24,0.0,0.7,,
ER008,"Parinari, fresh",Fruits,Raw,92.0,23.0,0.8,0.2,5.2,,1.8,30.0,50.0,4.6,,,,,,,0.29,,,0.0,38.0
GR031,"Parrot fish, fresh",Fish and Other Seafood,Raw,79.7,82.0,11.4,1.2,6.4,,1.3,20.0,160.0,0.4,90.0,300.0,0.1,0.3,18.0,,,,0.2,,
DR135,"Parsley, fresh",Vegetables,Raw,83.9,53.0,3.7,1.0,9.0,0.0,2.4,193.0,84.0,4.3,18.0,1125.6,0.2,1.4,,2940.0,0.11,0.29,0.7,8230.0,193.0
ER014,"Passion fruit, fresh",Fruits,Raw,85.7,55.0,1.2,0.1,12.2,5.2,0.8,30.0,40.0,0.2,10.0,0.0,0.1,0.3,,460.0,0.33,0.03,0.1,,9.0
AP096,Pastel,Cereals,Processed/Products,38.3,307.0,4.5,13.3,42.4,,1.5,296.0,53.0,2.5,,,,,0.0,,0.15,,,5360.0,0.0
FP029,"Pasundan fried chicken, breast",Meat and Poultry,Processed/Products,50.1,246.0,37.9,9.0,0.7,0.0,2.3,90.0,260.0,7.5,,,,,6.0,,0.16,,0.0,70.0,
FP030,"Pasundan fried chicken, thigh",Meat and Poultry,Processed/Products,52.8,245.0,33.1,11.4,0.3,0.0,2.5,90.0,283.0,7.3,,,,,8.0,,0.37,,0.0,40.0,
DR153,"Pea eggplants, dried",Vegetables,Raw,12.3,302.0,8.3,1.7,72.6,21.2,8.1,370.0,180.0,22.2,9.0,0.0,1044.2,1.0,,187.0,0.4,0.17,5.1,750.0,0.0
DR152,"Pea eggplants, fresh",Vegetables,Raw,89.0,34.0,2.0,0.1,7.9,4.9,1.0,50.0,30.0,2.0,3.0,333.3,0.12,0.2,,23.0,0.08,0.05,0.9,750.0,8.0
CP036,Peanut butter,Grains and Legumes,Processed/Products,3.0,590.0,27.0,49.0,20.9,1.6,0.1,60.0,360.0,2.0,355.0,492.4,0.57,2.7,0.0,0.0,0.3,0.2,16.2,,0.0
KR009,Peanut oil,Fat and Oil,Raw,0.0,902.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CP013,"Peanut, boiled",Grains and Legumes,Processed/Products,62.1,220.0,10.6,18.0,8.0,1.0,1.3,89.0,273.0,1.9,36.0,536.2,1.78,2.2,,,0.1,,,,0.0
CP011,"Peanut, boiled, with shells",Grains and Legumes,Processed/Products,40.2,360.0,13.5,31.2,12.8,,2.3,42.0,177.0,1.4,32.0,483.0,1.6,2.0,0.0,,0.44,0.13,9.0,,5.0
CP021,"Peanut, bungkil",Grains and Legumes,Processed/Products,14.0,336.0,37.4,13.0,30.5,,33.1,730.0,470.0,30.7,,,,,0.0,,0.04,,,,
CR032,"Peanut, dried",Grains and Legumes,Raw,9.6,525.0,27.9,42.7,17.4,2.4,2.4,316.0,456.0,5.7,31.0,466.5,1.55,1.9,,0.0,0.44,0.27,1.4,30.0,
CP012,"Peanut, fried",Grains and Legumes,Processed/Products,2.5,564.0,25.5,44.4,25.5,2.8,2.8,106.0,390.0,4.1,,,,,,,0.4,,,,
CR030,"Peanut, seeds",Grains and Legumes,Raw,1.2,560.0,29.5,43.0,24.1,2.9,2.2,107.0,366.0,4.1,34.0,509.8,1.69,2.1,,0.0,0.31,0.3,15.5,,
CR031,"Peanut, seeds, without husk",Grains and Legumes,Raw,2.6,559.0,26.9,44.2,23.6,2.6,2.7,74.0,393.0,1.9,33.0,202.3,520.4,1.7,0.0,0.0,0.3,29.47,8.0,,0.0
FP060,"Pelolah manuk, dish",Meat and Poultry,Processed/Products,60.0,219.0,19.7,13.6,4.4,,2.3,33.0,160.0,1.6,577.0,,,,137.0,,0.42,,,1940.0,0.0
GP077,Pempek adaan (fish ball),Fish and Other Seafood,Processed/Products,62.6,162.0,4.9,3.0,27.8,,1.7,26.0,116.0,1.0,488.0,119.0,0.1,0.2,,,0.3,0.03,1.0,,
GP079,Pempek kapal selam,Fish and Other Seafood,Processed/Products,63.4,152.0,4.5,2.3,28.2,,1.6,19.0,115.0,1.6,628.0,91.0,0.1,0.2,,,0.2,0.03,1.0,,
GP080,Pempek kelesan,Fish and Other Seafood,Processed/Products,53.0,211.0,12.3,6.1,26.6,0.4,2.0,840.0,176.0,1.8,,,,,14.0,,0.25,,,888.0,0.0
FP066,"Penyu, serapah, masakan",Meat and Poultry,Processed/Products,71.3,174.0,13.1,12.2,2.2,0.0,1.2,72.0,186.0,9.5,,507.0,0.8,2.4,1302.0,,,,,,
GP019,Pepes carp,Fish and Other Seafood,Processed/Products,57.5,209.0,15.2,11.3,11.8,0.5,4.3,686.0,530.0,6.1,74.0,276.7,0.1,1.9,3.0,,0.13,0.1,2.4,315.0,0.0
GP021,pepes tilapia,Fish and Other Seafood,Processed/Products,73.7,121.0,21.7,2.8,0.8,0.0,1.0,83.0,248.0,1.6,58.0,265.8,0.0,0.3,8.0,,0.0,0.1,1.9,6.0,0.0
NR023,"Pepper, dried",Herbs and Spices,Raw,12.9,365.0,11.5,6.8,64.4,1.0,4.4,460.0,200.0,16.4,4.0,99.7,0.89,1.1,,0.0,0.2,0.1,2.5,,
ER048,"Persimmon, fresh",Fruits,Raw,78.2,78.0,0.8,0.4,20.0,0.6,0.6,6.0,26.0,0.3,0.0,34.5,0.13,0.1,,109.0,0.05,0.0,0.1,2710.0,11.0
CP004,"Pigeon pea, boiled",Grains and Legumes,Processed/Products,61.5,147.0,9.0,0.5,27.5,3.4,1.5,50.0,175.0,2.0,14.0,1126.0,0.8,2.7,,12.0,0.1,0.07,13.2,,
CR034,"Pigeon pea, dried",Grains and Legumes,Raw,10.5,351.0,12.2,1.2,72.9,29.5,3.2,120.0,220.0,6.9,1.0,0.0,1.4,2.9,,,0.57,0.13,2.5,,
CR022,"Pigeon pea, dried",Grains and Legumes,Raw,11.8,346.0,16.5,1.5,66.6,37.3,3.6,144.0,368.0,3.4,17.0,1225.0,1.5,3.3,,64.0,0.62,0.2,0.0,,
CR010,"Pigeon pea, seeds, dried",Grains and Legumes,Raw,16.1,316.0,20.7,1.0,58.0,4.6,4.2,146.0,445.0,4.7,16.0,1306.2,0.99,2.7,,19.0,0.3,0.19,2.4,,
CR011,"Pigeon pea, seeds, fresh",Grains and Legumes,Raw,70.3,114.0,7.0,0.6,20.8,4.4,2.3,3.0,122.0,1.5,4.0,480.5,0.12,0.9,,,0.37,0.07,0.8,70.0,43.0
FP009,"Pigeon, meat, fried",Meat and Poultry,Processed/Products,54.5,224.0,26.2,11.3,4.4,,3.6,362.0,362.0,3.1,2.0,19.0,0.3,1.6,,,,,,,
DR066,"Pilea leaves, fresh",Vegetables,Raw,87.4,37.0,2.5,0.8,6.9,2.6,2.4,744.0,80.0,5.9,,,,,0.0,,0.03,,,7378.0,5.0
CR037,"Pili nut (Banda), dried",Grains and Legumes,Raw,13.0,616.0,13.9,56.2,13.7,,3.2,0.0,380.0,1.4,11.0,460.0,1.1,3.2,,90.0,0.83,0.08,0.5,,
CR038,"Pili nut, dried",Grains and Legumes,Raw,3.0,657.0,15.0,66.0,13.0,,3.0,92.0,691.0,7.7,3.0,505.8,0.97,3.0,0.0,,0.42,0.09,0.5,,0.0
GP085,"Pinda, dish",Fish and Other Seafood,Processed/Products,71.0,107.0,15.9,0.6,0.4,,3.1,375.0,336.0,1.9,526.0,330.0,0.2,1.0,896.0,,0.89,0.05,0.5,,
GP027,"Pindang banjar fish, raw",Fish and Other Seafood,Processed/Products,59.0,157.0,28.0,4.2,1.8,0.0,7.0,50.0,100.0,1.0,,,,,45.0,,0.1,,,,0.0
GP030,"Pindang blackbanded trevally, raw",Fish and Other Seafood,Processed/Products,60.0,142.0,27.0,3.0,0.0,0.0,10.0,60.0,200.0,3.0,,,,,61.0,,0.07,,,,0.0
GP029,"Pindang Indian scad, raw",Fish and Other Seafood,Processed/Products,60.0,153.0,30.0,2.8,0.0,0.0,7.2,60.0,200.0,3.0,,,,,61.0,,0.07,,,,0.0
GP086,"Pindang kenari, dish",Fish and Other Seafood,Processed/Products,80.1,124.0,9.5,9.6,0.0,,2.8,120.0,220.0,1.3,370.0,270.0,0.3,1.2,18.0,381.0,,,0.1,,
EP002,Pineapple dodol,Fruits,Processed/Products,16.1,338.0,1.5,1.2,80.3,,0.9,,,,,,,,,,0.3,,,,8.0
ER070,"Pineapple, fresh",Fruits,Raw,88.9,40.0,0.6,0.3,9.9,0.6,0.3,22.0,14.0,0.9,18.0,111.0,0.03,0.1,0.0,17.0,0.02,0.04,0.2,90.0,22.0
FP031,"Pioneer fried chicken, breast",Meat and Poultry,Processed/Products,44.5,295.0,37.4,14.7,0.6,0.0,2.7,108.0,236.0,6.8,,,,,16.0,,0.1,,0.0,80.0,
MP015,Pirous syrup,Convectionery,Processed/Products,43.3,228.0,0.2,0.4,55.9,0.0,0.2,470.0,93.0,29.5,3.0,4.2,,,,0.0,0.0,0.0,0.0,0.0,8.0
ER089,"Plantain, fresh",Fruits,Raw,65.8,120.0,1.2,0.2,31.8,5.3,1.0,10.0,22.0,0.8,35.0,582.2,0.31,0.7,,53.0,0.06,0.14,1.2,950.0,10.0
DP034,Pliek curry,Vegetables,Processed/Products,71.9,176.0,7.3,14.9,3.2,,2.7,39.0,54.0,1.4,257.0,285.0,0.3,0.6,,,,,,,
ER035,"Pomelo, fresh",Fruits,Raw,86.3,48.0,0.6,0.2,12.4,0.8,0.5,23.0,27.0,0.5,21.0,366.1,171.25,0.1,,33.0,0.04,0.0,0.4,20.0,43.0
GR061,"Pomo fish, fresh",Fish and Other Seafood,Raw,75.5,111.0,13.3,3.4,6.7,,1.1,86.0,174.0,1.2,91.0,197.0,0.0,0.6,309.0,,1.03,0.1,0.2,,
GP026,"Ponyfish, raw",Fish and Other Seafood,Processed/Products,33.0,176.0,32.0,4.4,2.0,0.0,28.6,120.0,200.0,1.0,79.0,1.0,,,15.0,,0.05,0.1,2.4,,0.0
KR004,Pork fat (bacon),Fat and Oil,Raw,20.0,626.0,9.1,65.0,1.1,0.0,4.8,13.0,108.0,0.8,0.0,0.0,0.0,0.9,0.0,0.0,0.38,0.0,0.0,,0.0
KR003,Pork fat (lard),Fat and Oil,Raw,0.0,902.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,,0.0
FP053,"Pork Lawar, dish",Meat and Poultry,Processed/Products,68.8,174.0,17.0,10.0,3.0,0.0,1.2,61.0,141.0,3.0,,,,0.0,,0.0,0.1,,0.0,,
FR010,"Pork, kidney, fresh",Meat and Poultry,Raw,77.1,110.0,16.3,4.6,0.8,0.0,1.2,11.0,246.0,8.0,139.0,390.0,0.71,3.2,39.0,10.0,0.58,1.59,9.1,,13.0
FR011,"Pork, liver, fresh",Meat and Poultry,Raw,72.3,129.0,19.7,4.8,1.7,0.0,1.5,10.0,362.0,18.0,110.0,447.0,0.58,0.1,4303.0,6.0,0.4,1.16,5.7,,23.0
FR008,"Pork, meat, fat, fresh",Meat and Poultry,Raw,42.0,453.0,11.9,45.0,0.0,0.0,1.1,7.0,117.0,1.8,112.0,819.3,0.22,0.4,0.0,0.0,0.58,0.59,5.9,,0.0
FR009,"Pork, meat, lean, fresh",Meat and Poultry,Raw,50.0,371.0,14.1,35.0,0.0,0.0,0.9,8.0,151.0,2.1,97.0,706.3,0.19,0.4,0.0,0.0,0.67,0.33,5.4,,0.0
BP036,"Potato, chips",Starchy Roots & Tubers,Processed/Products,7.8,448.0,2.7,18.8,67.1,3.8,3.6,25.0,130.0,1.2,712.0,406.0,1.1,,,15.0,0.1,0.05,2.8,,0.0
BP067,"Potato, flour, dried",Starchy Roots & Tubers,Processed/Products,13.0,347.0,0.3,0.1,85.6,0.4,1.0,20.0,30.0,0.5,51.0,156.3,0.2,0.5,,0.0,0.04,0.0,0.4,0.0,0.0
BR013,"Potato, fresh",Starchy Roots & Tubers,Raw,83.4,62.0,2.1,0.2,13.5,0.5,0.8,63.0,58.0,0.7,7.0,396.0,0.4,0.3,0.0,0.0,0.09,0.1,1.0,0.0,21.0
BR014,"Potato, shetland black, fresh",Starchy Roots & Tubers,Raw,64.0,142.0,0.9,0.4,33.7,5.4,1.0,34.0,75.0,0.2,22.0,890.3,0.9,0.6,,0.0,0.02,0.1,2.2,,38.0
JP006,Powdered milk,Milk and Dairy Products,Processed/Products,3.5,513.0,24.6,30.0,36.2,0.0,5.7,904.0,694.0,0.6,380.0,1330.0,0.02,4.1,476.0,118.0,0.29,1.39,1.6,,6.0
GR084,"Prawn, fresh",Fish and Other Seafood,Raw,75.0,91.0,21.0,0.2,0.1,0.0,3.7,136.0,170.0,8.0,178.0,222.4,0.3,1.3,18.0,4.0,0.01,0.4,3.7,,0.0
DR019,"Premna leaves, fresh",Vegetables,Raw,87.9,41.0,2.7,1.0,7.3,2.1,1.1,29.0,245.0,1.5,,,,,0.0,,0.01,,,3099.0,3.0
GP005,"Presto milkfish, dish",Fish and Other Seafood,Processed/Products,45.3,296.0,17.1,20.3,11.3,0.0,6.0,1422.0,659.0,1.9,,,,,6.0,0.0,0.14,,,400.0,69.0
GR040,"Pufferfish, fresh",Fish and Other Seafood,Raw,80.1,82.0,18.0,1.0,0.4,0.0,0.5,48.0,229.0,2.2,,,,,4.0,,0.04,,,0.0,0.0
AP097,Pulut,Cereals,Processed/Products,49.1,216.0,2.6,3.1,44.4,,0.8,6.0,70.0,3.8,100.0,22.0,0.4,1.3,0.0,0.0,0.14,,,,
DR047,"Pumpkin leaves, fresh",Vegetables,Raw,89.7,34.0,3.6,0.6,4.5,2.9,1.6,138.0,99.0,3.7,16.0,630.7,0.2,0.3,,1258.0,0.14,0.2,1.3,2750.0,36.0
DR122,"Pumpkin, yellow, fresh",Vegetables,Raw,86.6,51.0,1.7,0.5,10.0,2.7,1.2,40.0,180.0,0.7,280.0,220.0,0.35,1.5,,1569.0,0.2,0.0,0.1,,2.0
KP004,Pure coconut milk,Fat and Oil,Processed/Products,54.9,324.0,4.2,34.3,5.6,0.0,1.0,14.0,45.0,1.9,18.0,514.1,0.37,0.9,0.0,0.0,0.02,0.0,0.5,,2.0
DR081,"Purple sweet potato leaves, fresh",Vegetables,Raw,85.1,55.0,1.7,0.1,11.9,7.6,1.2,120.0,40.0,0.6,10.0,0.0,0.2,0.5,,516.0,0.2,0.0,0.0,,7.0
BR033,"Purple yam, fresh",Starchy Roots & Tubers,Raw,69.7,120.0,2.8,0.5,82.3,2.6,0.9,9.0,42.0,1.3,12.0,412.0,0.3,0.6,,0.0,0.02,0.5,0.2,0.0,4.0
DP045,Purundawa,Vegetables,Processed/Products,91.8,25.0,1.5,0.5,3.6,1.7,2.6,147.0,39.0,0.0,239.0,201.0,0.1,0.6,,55.0,0.1,0.1,11.6,,2.0
FP065,"Pusut satay, dish",Meat and Poultry,Processed/Products,52.1,274.0,12.9,18.6,13.6,,2.8,63.0,190.0,2.7,609.0,,,,133.0,0.0,0.06,,0.0,,
AP99,Putri hijau,Cereals,Processed/Products,,,,,,,,,,,,,,,,,,,,,
AP100,Putri selat,Cereals,Processed/Products,66.6,163.0,2.2,6.5,23.8,,0.9,72.0,3.0,4.0,6.0,68.0,,,0.0,0.0,,,,,
BP047,"Putu singkong, kue",Starchy Roots & Tubers,Processed/Products,44.2,217.0,1.2,0.5,53.2,2.4,0.9,48.0,68.0,1.5,3.0,305.0,,,,0.0,0.1,0.1,0.8,0.0,
AP101,Putu sopa,Cereals,Processed/Products,50.7,215.0,3.3,4.1,41.1,,0.8,,,,,,,,,,,,,,
HR011,"Quail egg, fresh",Eggs,Raw,79.8,116.0,10.7,7.0,1.6,0.0,0.9,65.0,191.0,3.5,111.0,11.0,0.05,1.2,95.0,80.0,0.13,0.65,0.1,,0.0
JP004,Quark,Milk and Dairy Products,Processed/Products,59.0,242.0,19.0,17.0,3.0,0.0,2.0,300.0,350.0,0.5,37.0,72.7,0.01,0.2,173.0,0.0,0.03,0.38,0.0,,
FR020,"Rabbit, meat, fresh",Meat and Poultry,Raw,74.3,142.0,16.9,7.8,0.0,0.0,1.0,7.0,350.0,1.0,49.0,371.1,,,0.0,0.0,0.11,0.11,6.8,0.0,
DR051,"Radish leaves, fresh",Vegetables,Raw,90.0,30.0,2.3,0.4,5.8,3.2,1.4,140.0,33.0,3.7,16.0,747.4,0.2,0.2,,5039.0,0.07,1.1,6.5,1000.0,109.0
DR126,"Radish, fresh",Vegetables,Raw,94.1,21.0,0.9,0.1,4.2,1.4,0.7,35.0,26.0,0.6,49.0,109.3,0.03,0.2,,0.0,0.03,0.04,0.3,10.0,32.0
ER041,"Ragi orange, fresh",Fruits,Raw,87.6,49.0,0.7,0.2,11.1,0.5,0.4,36.0,67.0,0.7,4.0,457.3,155.0,0.2,,0.0,0.03,0.03,0.2,68.0,30.0
ER096,"Rambutan binjai, fresh",Fruits,Raw,81.0,76.0,0.5,0.2,18.0,3.8,0.3,15.0,22.0,1.2,22.0,120.0,0.2,0.2,,0.0,0.19,0.01,0.4,,13.0
ER097,"Rambutan, fresh",Fruits,Raw,80.5,69.0,0.9,0.1,18.1,0.8,0.4,16.0,16.0,0.5,16.0,104.2,0.17,0.1,,0.0,0.0,0.07,0.5,0.0,58.0
DR098,Ranti peas beans,Vegetables,Raw,88.5,37.0,3.1,0.2,7.9,2.5,0.3,103.0,126.0,0.8,,,,,,,0.02,,,2312.0,6.0
BP055,Rasbi (Sweet potato rice),Starchy Roots & Tubers,Processed/Products,11.1,394.0,2.2,8.8,76.6,6.8,1.3,68.0,76.0,1.6,165.0,388.0,0.4,0.4,,0.0,0.02,0.3,1.2,0.0,0.0
BP056,Rasi (Cassava rice),Starchy Roots & Tubers,Processed/Products,12.6,350.0,0.9,0.4,85.7,14.4,0.5,42.0,21.0,1.5,8.0,14.0,0.3,0.5,,0.0,0.02,0.02,0.4,0.0,0.0
ER005,"Raspberry, fresh",Fruits,Raw,89.9,37.0,0.8,0.5,8.3,,0.5,28.0,27.0,0.8,2.0,43.0,63.52,18.9,,2.0,0.03,0.0,0.1,60.0,60.0
FP087,"Rat rica, dish",Meat and Poultry,Processed/Products,54.9,257.0,18.8,18.5,3.8,,4.0,232.0,293.0,6.5,1724.0,308.0,0.5,2.3,674.0,,0.28,0.38,,,
DR151,"Ratoon sugarcane, fresh",Vegetables,Raw,91.0,30.0,4.6,0.4,3.0,0.8,1.0,40.0,80.0,2.0,699.0,,0.2,1.1,,12.0,0.08,0.2,1.2,0.0,50.0
ER090,"Rattan banana, fresh",Fruits,Raw,76.1,98.0,1.3,1.2,20.5,1.0,0.9,17.0,51.0,1.1,24.0,406.9,0.21,0.5,,37.0,0.01,0.1,0.9,697.0,2.0
DP055,Rattan umbut soup,Vegetables,Processed/Products,87.6,57.0,5.4,2.6,3.1,1.6,1.3,184.0,135.0,1.2,256.0,81.0,0.2,0.9,,18.0,0.2,,,0.0,6.0
DR165,"Rattan, unripe shoot",Vegetables,Raw,90.5,34.0,2.4,0.3,5.5,2.2,1.3,89.0,79.0,1.3,8.0,552.0,0.2,1.9,,14.0,0.2,,,,9.0
FP061,"Rawon, dish",Meat and Poultry,Processed/Products,86.0,60.0,5.4,2.5,4.0,,2.1,272.0,153.0,3.3,,,,,10.0,,0.09,,,1235.0,0.0
GR064,"Rebon, small shrimp, fresh",Fish and Other Seafood,Raw,75.3,95.0,15.8,0.7,6.5,0.0,1.7,503.0,354.0,0.2,58.0,294.0,1.6,1.2,,,0.18,0.02,1.9,,
GP047,"Rebung laut, raw",Fish and Other Seafood,Processed/Products,21.6,299.0,59.4,3.6,3.2,0.0,12.2,2306.0,625.0,21.4,,,,,0.0,0.0,0.06,,,,0.0
ER083,"Red banana, fresh",Fruits,Raw,75.4,96.0,1.0,0.2,22.5,0.6,0.9,87.0,173.0,0.6,6.0,418.8,0.22,0.5,,38.0,0.04,0.1,0.9,58.0,2.0
NP013,Red belachan,Herbs and Spices,Processed/Products,40.0,174.0,30.0,3.5,5.6,2.2,20.4,100.0,150.0,3.1,7850.0,302.8,0.49,1.2,,0.0,0.0,0.12,1.7,0.0,0.0
DR114,"Red cabbage, cabbage",Vegetables,Raw,92.4,29.0,1.4,0.2,5.3,1.9,0.9,46.0,31.0,0.5,28.0,236.8,0.29,0.3,,46.0,0.06,0.07,0.3,80.0,50.0
NR011,"Red capsicum, fresh",Herbs and Spices,Raw,90.8,38.0,1.6,0.8,6.3,1.6,0.6,49.0,41.0,1.1,7.0,275.3,0.12,0.2,,5897.0,0.21,0.12,0.0,3240.0,16.0
NR013,"Red chili, dried",Herbs and Spices,Raw,10.0,367.0,15.9,6.2,61.8,26.9,6.1,160.0,370.0,2.3,25.0,181.5,1.2,1.8,,10955.0,0.4,1.36,4.4,576.0,50.0
NR014,"Red chili, fresh",Herbs and Spices,Raw,90.9,36.0,1.0,0.3,7.3,1.4,0.5,29.0,24.0,0.5,23.0,272.4,0.12,0.2,,5833.0,0.05,0.09,3.0,470.0,18.0
ER012,"Red dragon fruit, fresh",Fruits,Raw,85.7,71.0,1.7,3.1,9.1,3.2,0.4,13.0,14.0,0.4,10.0,128.0,0.0,0.4,,0.0,0.5,0.3,0.5,0.0,1.0
DR012,Red fruit,Vegetables,Raw,81.2,87.0,2.6,2.7,13.1,4.0,0.4,30.0,1.0,1.1,110.0,140.0,0.1,0.3,0.0,0.0,1.5,0.1,0.2,,15.0
GR053,"Red mamar fish, fresh",Fish and Other Seafood,Raw,74.4,132.0,17.0,6.6,1.1,0.0,0.9,31.0,173.0,1.6,77.0,346.0,0.7,0.8,,7.0,0.2,0.03,1.7,,
AP005,Red rice,Cereals,Processed/Products,64.0,149.0,2.8,0.4,32.5,0.3,0.3,6.0,63.0,0.8,5.0,91.4,0.2,0.9,0.0,0.0,0.06,0.0,1.6,0.0,0.0
CR051,"Red saga, peeled, raw",Grains and Legumes,Raw,8.1,449.0,30.6,25.5,31.9,3.5,3.9,1062.0,161.0,14.2,66.0,1496.5,0.07,5.7,,,0.09,1.5,10.9,107.0,7.0
GP069,"Red smoked fish, dish",Fish and Other Seafood,Processed/Products,69.2,146.0,17.7,5.9,5.6,,1.6,100.0,240.0,4.0,170.0,310.0,0.3,1.4,224.0,0.0,,,,,
DR009,"Red spinach, fresh",Vegetables,Raw,88.5,41.0,2.2,0.8,6.3,2.2,2.2,520.0,80.0,7.0,20.0,60.0,0.2,0.8,0.0,7325.0,0.2,0.1,0.1,,62.0
DR079,"Red sweet potato leaves, fresh",Vegetables,Raw,84.4,48.0,3.0,0.3,10.8,1.4,1.5,80.0,81.0,6.4,33.0,517.3,0.0,0.4,0.0,5453.0,0.1,0.2,1.2,4697.0,27.0
DP010,"Red sweet potato, steamed",Vegetables,Processed/Products,82.5,56.0,3.1,0.3,13.0,1.5,1.1,78.0,52.0,4.3,28.0,472.8,0.1,0.4,,5277.0,0.0,0.2,1.1,5397.0,14.0
DR161,"Red tomato, fresh",Vegetables,Raw,92.9,24.0,1.3,0.5,4.7,1.5,0.6,8.0,77.0,0.6,10.0,164.9,0.14,0.2,,575.0,0.06,0.07,0.4,2083.0,34.0
CP056,"Rempeyek, with black-eyed pea",Grains and Legumes,Processed/Products,6.1,451.0,11.2,20.2,59.7,1.8,2.8,156.0,221.0,4.6,,,,,,,0.02,,,0.0,0.0
CP055,"Rempeyek, with peanut",Grains and Legumes,Processed/Products,3.9,513.0,17.5,32.5,44.3,1.7,1.8,65.0,202.0,2.6,,,,,,,0.1,,,0.0,0.0
CP057,"Rempeyek, with ricebean",Grains and Legumes,Processed/Products,4.0,497.0,17.0,27.6,50.8,2.4,3.4,166.0,89.0,6.7,,,,,,,0.05,,,0.0,0.0
AP102,"Renggi, fried",Cereals,Processed/Products,8.8,471.0,4.7,21.8,64.1,6.4,0.6,4.0,80.0,1.1,126.0,29.0,0.9,1.3,0.0,0.0,0.53,0.05,8.2,0.0,0.0
EP008,Rica-rica taipa,Fruits,Processed/Products,86.7,49.0,1.6,0.3,10.0,,1.4,11.0,48.0,3.0,426.0,42.0,0.5,0.5,,13.0,0.18,,,,15.0
AP001,Rice,Cereals,Processed/Products,56.7,180.0,3.0,0.3,39.8,0.2,0.2,25.0,27.0,0.4,1.0,38.0,0.1,0.6,0.0,0.0,0.05,0.1,2.6,,0.0
AP050,"Rice crust, fried",Cereals,Processed/Products,6.5,474.0,7.6,21.6,62.3,1.2,2.0,36.0,64.0,2.5,0.0,38.0,0.05,0.5,,0.0,0.25,0.03,0.8,200.0,0.0
AP047,Rice emping,Cereals,Processed/Products,13.6,403.0,10.6,2.2,85.3,0.2,1.9,11.0,240.0,0.3,1.0,113.0,0.3,2.4,,,0.0,0.16,,0.0,0.0
AP098,Rice pundut,Cereals,Processed/Products,77.8,104.0,1.9,4.1,15.1,0.4,1.1,26.0,100.0,1.5,74.0,174.0,0.0,0.0,,,,,,,
BP019,"Rice, ""Cerdas""",Starchy Roots & Tubers,Processed/Products,11.3,350.0,2.7,1.1,82.3,6.2,2.6,28.0,351.0,2.9,358.0,568.0,0.2,0.9,,0.0,0.02,0.2,0.3,0.0,0.0
